?gocam	?title	?controllers	?taxons	?taxon_labels	?modelstate
<http://model.geneontology.org/R-HSA-114604>	GPVI-mediated activation cascade - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1045152,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-114602,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-61459,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2316432,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-442287,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-442307,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74693,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74787,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-392293,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-437157,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-437953,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-58268,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-434812,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-434838,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-437946	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-2025928>	Calcineurin activates NFAT - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-434679,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2025955	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-111997>	CaM pathway - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2089937,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139839,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-434679	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-445355>	Smooth Muscle Contraction - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2089937,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139839,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-434679,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-392141,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419294,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-445764,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-445789	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-2514859>	Inactivation, recovery and regulation of the phototransduction cascade - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2089937,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139839,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-434679,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6786199,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-55459,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2530496,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2534069,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2565924,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6787798,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2632510,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2648977,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2649003,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-74883	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-76005>	Response to elevated platelet cytosolic Ca2+ - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-114602,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139839,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-398037,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111854,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139848,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-426179	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-426048>	Arachidonate production from DAG - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-114602,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-398037,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111854,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-426024,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-426055,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5694453	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-983231>	Factors involved in megakaryocyte development and platelet production - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1008241,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8868407,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-994132,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-997258	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-982772>	Growth hormone receptor signaling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-873799,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-354251,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-197938,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-210625,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1168856,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-179878	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-512988>	Interleukin-3, Interleukin-5 and GM-CSF signaling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8939790,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-873799,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389744,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-210620,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-57844,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-913447	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9020558>	Interleukin-2 signaling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-453105,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451893,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451898,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451921,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-452107	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-1266695>	Interleukin-7 signaling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451898,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449967,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8982893,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9025978	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-2586552>	Signaling by Leptin - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8848007,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6806977,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-210620,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2586516	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-983170>	Antigen Presentation: Folding, assembly and peptide loading of class I MHC - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-211498,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-68819,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-983113,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-983125,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-983128	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-442982>	Ras activation upon Ca2+ influx through NMDA receptor - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-442735	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-442720>	CREB1 phosphorylation through the activation of Adenylate Cyclase - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9615387,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-170665,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-163622,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9617533	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-399997>	Acetylcholine regulates insulin secretion - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400011,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400013,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400420,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-422275	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-977606>	Regulation of Complement cascade - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-173604,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-976749,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-166763,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-173750,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-173752,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-173759,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2975824,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8852723,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8852827,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-977599	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-983168>	Antigen processing: Ubiquitination & Proteasome degradation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-68819,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-983128,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-976075,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8940604,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-947628,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-947695	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-166663>	Initial triggering of complement - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-173604,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-166763	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-375276>	Peptide ligand-binding receptors - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-173750,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-173759,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-508496,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2065414,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5694128,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8876866,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8940937,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9608272	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-166665>	Terminal pathway of complement - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-173759	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-139853>	Elevation of cytosolic Ca2+ levels - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139839,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-169696,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-434679,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139848,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-426179	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-111933>	Calmodulin induced events - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-112002	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-111932>	CaMK IV-mediated phosphorylation of CREB - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111904,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-198683,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202072,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444291,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9612512,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9615387,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9611355,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9618860,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9618956,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9619152	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-1170546>	Prolactin receptor signaling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1369095,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-873799	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-173736>	Alternative complement activation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-173752,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2975824,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-182453	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9620244>	Long-term potentiation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9611355,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9617582,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1810408,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9614253	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-5627123>	RHO GTPases activate PAKs - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8848613,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-389323,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-418807,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8981940,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8939797,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-399819,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5671920,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-162629,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-399824,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-399836,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419080,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-422483,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-445764,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5668976	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-975634>	Retinoid metabolism and transport - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174592,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-171053,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-192466,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2424258,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2453687,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2470277,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2855241,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980901,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5164400,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-975606,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-975621,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-975642,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-975645	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-975957>	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC) - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-927760,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-927851	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-977225>	Amyloid fiber formation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5667115,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-870499,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-201579,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-157186,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-157049,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5692942,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5692996,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5693080,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9010062	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-9759218>	Cobalamin (Cbl) metabolism - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3149530,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980970,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5215924,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174358,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-197968,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-200713,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980949,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3149516,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3149551	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
