# SimpleMine Results Based on Alliance of Genome Resources
# Alliance Database Version: 5.0.0
# Date file generated (UTC): 2022-01-11 23:00
Your Input	Gene ID	Gene Symbol	Gene Name	Species	NCBI ID	ENSEMBL ID	UniProtKB ID	PANTHER ID	Synonym	Mouse Ortholog
HGNC:10045	HGNC:10045	RNASE2	ribonuclease A family member 2	Homo sapiens	6036	ENSG00000169385	W0UV60 | P10153	PTHR11437	RAF3 | RNase 2 | ribonuclease US | ribonuclease 2 | eosinophil-derived neurotoxin | ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin) | RNase UpI-2 | ECP | RNS2 | ribonuclease A F3 | non-secretory ribonuclease | EDN	MGI:108020:Ear2 | MGI:108021:Ear1 | MGI:1858237:Ear3 | MGI:1858598:Rnase2b | MGI:1890463:Ear6 | MGI:1890464:Ear10 | MGI:1890465:Rnase2a | MGI:3528616:Ear14
HGNC:10046	HGNC:10046	RNASE3	ribonuclease A family member 3	Homo sapiens	6037	ENSG00000169397	P12724	PTHR11437	ribonuclease 3 | eosinophil cationic protein | ECP | RNS3 | RNase 3 | ribonuclease, RNase A family, 3 | RAF1 | cytotoxic ribonuclease	MGI:108020:Ear2 | MGI:108021:Ear1 | MGI:1858237:Ear3 | MGI:1858598:Rnase2b | MGI:1890463:Ear6 | MGI:1890464:Ear10 | MGI:1890465:Rnase2a
HGNC:10047	HGNC:10047	RNASE4	ribonuclease A family member 4	Homo sapiens	6038	ENSG00000258818	Q53XB4 | P34096	PTHR11437	ribonuclease 4 | RNase 4 | MGC9306 | ribonuclease, RNase A family, 4 | RNS4 | ribonuclease A B1 | RAB1	MGI:1926217:Rnase4
HGNC:10048	HGNC:10048	RNASE6	ribonuclease A family member k6	Homo sapiens	6039	ENSG00000169413	Q93091 | Q6IB39	PTHR11437	RNasek6 | RNS6 | RAD1 | ribonuclease A D1 | ribonuclease K6 | ribonuclease, RNase A family, k6 | testicular tissue protein Li 166	MGI:1925666:Rnase6
HGNC:10049	HGNC:10049	RNASEH1P1	ribonuclease H1 pseudogene 1	Homo sapiens	284203	ENSG00000265790	N.A.	N.A.	RNASEH1 | RNASEH1P | RNH1	N.A.
HGNC:1005	HGNC:1005	BCL7B	BAF chromatin remodeling complex subunit BCL7B	Homo sapiens	9275	ENSG00000106635	F8WDZ4 | F2Z3H6 | Q9BQE9 | F8WE18	PTHR12767	BCL tumor suppressor 7B | B-cell CLL/lymphoma 7 protein family member B | B-cell CLL/lymphoma 7B | BCL7B, BAF complex component	MGI:1332238:Bcl7b
HGNC:10050	HGNC:10050	RNASEL	ribonuclease L	Homo sapiens	6041	ENSG00000135828	Q1RLL8 | Q05823	N.A.	ribonuclease 4 | 2',5'-oligoisoadenylate synthetase-dependent | RNS4 | prostate cancer 1 | HPC1 | MGC133329 | PRCA1 | hereditary prostate cancer 1 | RNase L | interferon-induced 2-5A-dependent RNase | MGC104972 | ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent) | 2-5A-dependent ribonuclease | 2-5A-dependent RNase | DKFZp781D08126	MGI:1098272:Rnasel
HGNC:10055	HGNC:10055	RNF10	ring finger protein 10	Homo sapiens	9921	ENSG00000022840	H0YFQ9 | F5H510 | H0YG28 | H0YF69 | H0YGL7 | H0YGX5 | A0A0G2JKT9 | Q8N5U6 | H0YFN9 | A0A024RBP0 | F5H3A4 | F5H5Z1 | F5H5P6	PTHR12983	MGC126764 | MGC126758 | RIE2 | KIAA0262	MGI:1859162:Rnf10
HGNC:10056	HGNC:10056	RNF11	ring finger protein 11	Homo sapiens	26994	ENSG00000123091	Q9Y3C5	N.A.	CGI-123 | MGC51169 | SID1669	MGI:1352759:Rnf11
HGNC:10057	HGNC:10057	RNF13	ring finger protein 13	Homo sapiens	11342	ENSG00000082996	F8WEX6 | C9JYN7 | C9JRV0 | C9JYY4 | C9JCY0 | F8WDJ5 | C9J7B4 | O43567 | C9IY58 | C9J383 | C9J8T4 | C9JU37 | H7C5Q6	N.A.	E3 ubiquitin-protein ligase RNF13 | FLJ93817 | RING-type E3 ubiquitin transferase RNF13 | MGC13689 | EIEE73 | RING zinc finger protein | RZF	MGI:1346341:Rnf13
HGNC:10058	HGNC:10058	RNF14	ring finger protein 14	Homo sapiens	9604	ENSG00000013561	D6RAS4 | D6RBU3 | D6RDK2 | D6R988 | Q9UBS8 | D6RDU6 | D6RBK4 | B7Z229 | E7EP22 | D6RA38 | D6R996	PTHR11685	FLJ26004 | androgen receptor-associated protein 54 | E3 ubiquitin-protein ligase RNF14 | HRIHFB2038 | HFB30 | TRIAD2 | ARA54 | androgen receptor associated protein 54	MGI:1929668:Rnf14
HGNC:10059	HGNC:10059	TRIM38	tripartite motif containing 38	Homo sapiens	10475	ENSG00000112343	O00635 | A0A024QZY4	N.A.	MGC8946 | tripartite motif-containing 38 | RORET | ring finger protein 15 | zinc finger protein RoRet | E3 ubiquitin-protein ligase TRIM38 | RING-type E3 ubiquitin transferase TRIM38 | tripartite motif-containing protein 38 | zinc-finger protein RoRet | RNF15 | Ro/SSA ribonucleoprotein homolog	MGI:2684869:Trim38
HGNC:1006	HGNC:1006	BCL7C	BAF chromatin remodeling complex subunit BCL7C	Homo sapiens	9274	ENSG00000099385	I3L4D5 | Q8WUZ0 | I3L1Q2	PTHR12767	B-cell CLL/lymphoma 7C | B-cell CLL/lymphoma 7 protein family member C | BCL tumor suppressor 7C | BCL7C, BAF complex component	MGI:1332237:Bcl7c
HGNC:10060	HGNC:10060	RNF17	ring finger protein 17	Homo sapiens	56163	ENSG00000132972	Q9BXT8 | B7Z7S1 | Q5T6R1 | Q5T2J8	PTHR16442	TDRD4 | FLJ11045 | Mmip-2 | spermatogenesis associated 23 | tudor domain containing 4 | tudor domain-containing protein 4 | SPATA23	MGI:1353419:Rnf17
HGNC:10061	HGNC:10061	RNF2	ring finger protein 2	Homo sapiens	6045	ENSG00000121481	Q99496 | X6RFN3	PTHR46076	RING finger protein BAP-1 | RING1B | HIPI3 | RING2 | E3 ubiquitin-protein ligase RING2 | RING-type E3 ubiquitin transferase RING2 | huntingtin-interacting protein 2-interacting protein 3 | BAP1 | RING finger protein 1B | HIP2-interacting protein 3 | BAP-1 | DING	MGI:1101759:Rnf2
HGNC:10062	HGNC:10062	RNF20	ring finger protein 20	Homo sapiens	56254	ENSG00000155827	Q05DC0 | A0PJJ6 | C9J0A5 | C9JWJ4 | Q5VTR2 | C9JXC9	PTHR23163	BRE1 E3 ubiquitin ligase homolog | FLJ20382 | nm_rev: NM_019592.5 was updated to version 4 to extend the 5' UTR. No other changes were needed. | hBRE1 | MGC129667 | RING-type E3 ubiquitin transferase BRE1A | ring finger protein 20, E3 ubiquitin protein ligase | BRE1 | homolog of S. cerevisiae BRE1 | E3 ubiquitin-protein ligase BRE1A | KIAA2779 | BRE1-A | MGC129668 | BRE1A | FLJ11189	MGI:1925927:Rnf20
HGNC:10063	HGNC:10063	TRIM34	tripartite motif containing 34	Homo sapiens	53840	ENSG00000258659	Q9BYJ4	N.A.	tripartite motif-containing protein 34 | RNF21 | IFP1 | tripartite motif-containing 34 | ring finger protein 21, interferon-responsive | interferon-responsive finger protein 1	MGI:2137359:Trim34a
HGNC:10064	HGNC:10064	TRIM3	tripartite motif containing 3	Homo sapiens	10612	ENSG00000110171	O75382 | D3DQT3 | D3DQT4 | L8EAL7 | A0A1W2PPI7 | E9PMW5 | E9PMK8 | B7Z5Y8	N.A.	brain-expressed RING finger protein | RING finger protein 97 | FLJ16135 | ring finger protein 22 | RNF97 | brain expressed ring finger | HAC1 | RNF22 | tripartite motif-containing 3 | tripartite motif protein 3 | tripartite motif protein TRIM3 | tripartite motif-containing protein 3 | BERP	MGI:1860040:Trim3
HGNC:10065	HGNC:10065	TRIM39	tripartite motif containing 39	Homo sapiens	56658	ENSG00000226437	A2AAZ5 | A2AAZ6 | A0A024RCP5 | A0A024RCR1 | A2AAZ2 | A2AAZ3 | Q9HCM9 | A2AAZ4 | H0Y735	N.A.	RNF23 | tripartite motif-containing 39 | ring finger protein 23 | testis-abundant finger protein | RING-type E3 ubiquitin transferase TRIM39 | MGC32984 | TRIM39B | TFP | E3 ubiquitin-protein ligase TRIM39 | tripartite motif-containing protein 39	MGI:1890659:Trim39
HGNC:10066	HGNC:10066	PCGF3	polycomb group ring finger 3	Homo sapiens	10336	ENSG00000185619	C9JGV3 | C9JYD0 | B3KWT8 | B3KQ06 | B4DTN5 | A0A087WVH5 | B5MEC4 | C9J3G7 | Q3KNV8 | F2Z3P3	N.A.	DKFZp686D20235 | RNF3 | DONG1 | MGC40413 | FLJ36550 | polycomb group RING finger protein 3 | RNF3A | ring finger protein 3 | MGC129615 | FLJ43813 | RING finger protein 3A	MGI:1916837:Pcgf3
HGNC:10067	HGNC:10067	RNF4	ring finger protein 4	Homo sapiens	6047	ENSG00000063978	D6RJ08 | D6R9E0 | D6RAD8 | D6RJF5 | D3DVQ6 | D6RBZ1 | D6RA71 | D6RBQ7 | P78317 | H0YAI5	N.A.	E3 ubiquitin ligase RNF4 | RES4-26 | SLX5 | small nuclear RING finger protein | E3 ubiquitin-protein ligase RNF4 | SNURF | RING-type E3 ubiquitin transferase RNF4	MGI:1201691:Rnf4
HGNC:10068	HGNC:10068	RNF5	ring finger protein 5	Homo sapiens	6048	ENSG00000228907	Q99942 | A0A024RCQ4 | A0A140TA09	N.A.	RING5 | RMA1 | hsRma1 | E3 ubiquitin-protein ligase RNF5 | ring finger protein 5, E3 ubiquitin protein ligase | RING-type E3 ubiquitin transferase RNF5 | protein G16 | ram1 homolog	MGI:1860076:Rnf5
HGNC:10069	HGNC:10069	RNF6	ring finger protein 6	Homo sapiens	6049	ENSG00000127870	A0A0S2Z4G9 | A0A024RDP2 | Q9Y252	N.A.	E3 ubiquitin-protein ligase RNF6 | RING-type E3 ubiquitin transferase RNF6 | ring finger protein (C3H2C3 type) 6 | DKFZp686P0776 | RING-H2 protein RNF-6	MGI:1921382:Rnf6
HGNC:1007	HGNC:1007	NBEAP1	neurobeachin pseudogene 1	Homo sapiens	606	ENSG00000258590	P0C6P0	N.A.	BCL8A | BCL8	N.A.
HGNC:10070	HGNC:10070	RNF7	ring finger protein 7	Homo sapiens	9616	ENSG00000114125	Q9UBF6 | F8WEU8	N.A.	sensitive to apoptosis, zinc RING finger protein SAG, regulator of cullins 2 | RING-box protein 2 | sensitive to apoptosis gene protein | CKBBP1 | CKII beta-binding protein 1 | rbx2 | SAG | zinc RING finger protein SAG | regulator of cullins 2 | ROC2	MGI:1337096:Rnf7 | MGI:3646561:Rnf7l
HGNC:10071	HGNC:10071	RNF8	ring finger protein 8	Homo sapiens	9025	ENSG00000112130	L0R6N6 | F8WDH8 | F8WEW6 | C9J858 | O76064 | H7C4L7	N.A.	UBC13/UEV-interacting ring finger protein | ring finger protein 8, E3 ubiquitin protein ligase | RING-type E3 ubiquitin transferase RNF8 | hRNF8 | E3 ubiquitin-protein ligase RNF8 | FLJ12013 | ring finger protein (C3HC4 type) 8 | C3HC4-type zinc finger protein | KIAA0646	MGI:1929069:Rnf8
HGNC:10072	HGNC:10072	TRIM10	tripartite motif containing 10	Homo sapiens	10107	ENSG00000137394	Q9UDY6 | A0A1U9X8M5	N.A.	HERF1 | RNF9 | tripartite motif-containing protein 10 | Zn-finger protein | B30-RING finger protein | tripartite motif-containing 10 | RFB30 | MGC141979 | hematopoietic RING finger 1 | ring finger protein 9 | tripartite motif protein 10	MGI:1338757:Trim10
HGNC:10073	HGNC:10073	RNGTT	RNA guanylyltransferase and 5'-phosphatase	Homo sapiens	8732	ENSG00000111880	O60942 | B4DSJ8 | Q7Z3R6	N.A.	mRNA-capping enzyme | CAP1A | HCE | DKFZp686J2031 | hCAP | HCE1 | HCAP1	MGI:1329041:Rngtt
HGNC:10074	HGNC:10074	RNH1	ribonuclease/angiogenin inhibitor 1	Homo sapiens	6050	ENSG00000276230	P13489 | A0A0J9YXC4 | E9PMJ3 | E9PMN0 | E9PLZ3 | E9PMA9 | E9PMI1 | E9PR82 | E9PIK5 | E9PIM9 | H0YCR7 | A0A024RC87 | A0A140VJT8	N.A.	placental RNase inhibitor | ribonuclease inhibitor | MGC54054 | MGC4569 | MGC18200 | RAI | testicular tissue protein Li 164 | RNH | Placental ribonuclease inhibitor	MGI:1195456:Rnh1
HGNC:10075	HGNC:10075	RNMT	RNA guanine-7 methyltransferase	Homo sapiens	8731	ENSG00000101654	Q05D80 | Q05DQ2 | O43148 | A8K946 | K7EPP5 | K7EP06 | K7ERH6	PTHR12189	hCMT1 | hMet | CMT1c | mRNA (guanine-N(7)-)-methyltransferase | mRNA cap methyltransferase | hCMT1c | mRNA (guanine-7-)methyltransferase | hcm1p | CMT1 | DKFZp686H1252 | KIAA0398 | MET | RG7MT1 | RNA (guanine-7-) methyltransferase | mRNA cap guanine-N7 methyltransferase | cm1p	MGI:1915147:Rnmt
HGNC:10078	HGNC:10078	RNPEP	arginyl aminopeptidase	Homo sapiens	6051	ENSG00000176393	Q7RU04 | Q9H4A4 | A6NKB8 | A0A087WUS4 | A0A087WU27 | H7C2T3 | C9JMZ3	PTHR45726	arginine aminopeptidase | AP-B | DKFZp547H084 | arginyl aminopeptidase (aminopeptidase B) | APB | aminopeptidase B	MGI:2384902:Rnpep
HGNC:10079	HGNC:10079	RNPEPL1	arginyl aminopeptidase like 1	Homo sapiens	57140	ENSG00000142327	C9JSI2 | A4FTX9 | Q9HAU8 | H7C200	PTHR45726	argininyl aminopeptidase-like 1 | methionyl aminopeptidase | MGC99544 | arginyl aminopeptidase-like 1 | arginyl aminopeptidase (aminopeptidase B)-like 1 | aminopeptidase RNPEPL1 | FLJ10806 | aminopeptidase B-like 1 | FLJ26675 | RNPEP-like 1	MGI:1914170:Rnpepl1
HGNC:1008	HGNC:1008	BCL9	BCL9 transcription coactivator	Homo sapiens	607	ENSG00000116128	Q1JQ81 | O00512 | A0A024QYY4	PTHR15185	bcl-9 | B-cell CLL/lymphoma 9 | MGC131591 | LGS | protein legless homolog | BCL9, transcription coactivator | B-cell CLL/lymphoma 9 protein | B cell CLL/lymphoma 9 | B-cell lymphoma 9 protein	MGI:1924828:Bcl9
HGNC:10080	HGNC:10080	RNPS1	RNA binding protein with serine rich domain 1	Homo sapiens	10921	ENSG00000205937	H3BUG0 | H3BUL0 | H3BNI3 | H3BNU7 | H3BMM9 | H3BMS0 | H3BP82 | H3BTC0 | H3BPG5 | H3BTR6 | H3BTV0 | H3BRK4 | H3BTY0 | D3DU92 | Q15287 | H3BV80	N.A.	RNA-binding protein with serine-rich domain 1 | E5.1 | RNA binding protein with serine-rich domain | RNA-binding protein S1, serine-rich domain | RNA binding protein S1, serine-rich domain | SR protein | SR-related protein LDC2 | MGC117332	MGI:97960:Rnps1
HGNC:10096	HGNC:10096	SNORD80	"small nucleolar RNA, C/D box 80"	Homo sapiens	26774	N.A.	N.A.	N.A.	U80 | Z15 | RNU100	N.A.
HGNC:10097	HGNC:10097	SNORD4A	"small nucleolar RNA, C/D box 4A"	Homo sapiens	26773	ENSG00000238578	N.A.	N.A.	mgh18S-121 | RNU101A | Z17A	N.A.
HGNC:10098	HGNC:10098	SNORD4B	"small nucleolar RNA, C/D box 4B"	Homo sapiens	26772	ENSG00000238597	N.A.	N.A.	Z17B | RNU101B	N.A.
HGNC:10099	HGNC:10099	SNORD102	"small nucleolar RNA, C/D box 102"	Homo sapiens	26771	ENSG00000207500	N.A.	N.A.	RNU102 | Z18	N.A.
HGNC:101	HGNC:101	ASIC3	acid sensing ion channel subunit 3	Homo sapiens	9311	ENSG00000213199	A0A090N8Q1 | A0A090N8Z6 | Q9UHC3 | A0A090N7X8 | H7C4W0 | H7C5N6	PTHR11690	acid sensing (proton gated) ion channel 3 | TNaC1 | DRASIC | modulatory subunit of ASIC2a | acid-sensing (proton-gated) ion channel 3 | hTNaC1 | hASIC3 | SLNAC1 | amiloride-sensitive cation channel 3 | amiloride-sensitive cation channel 3, testis | testis sodium channel 1 | ACCN3 | acid-sensing ion channel 3 | acid sensing ion channel 3 | proton-gated cation channel subunit | neuronal amiloride-sensitive cation channel 3	MGI:2159339:Asic3
HGNC:10100	HGNC:10100	SNORD79	"small nucleolar RNA, C/D box 79"	Homo sapiens	26770	N.A.	N.A.	N.A.	U79 | RNU103 | Z22	N.A.
HGNC:10101	HGNC:10101	SNORD81	"small nucleolar RNA, C/D box 81"	Homo sapiens	26769	N.A.	N.A.	N.A.	Z23 | U81 | RNU104	N.A.
HGNC:10103	HGNC:10103	RNU105B	"RNA, U105B small nucleolar"	Homo sapiens	26767	ENSG00000201348	N.A.	N.A.	E1-2 | 105B	N.A.
HGNC:10104	HGNC:10104	RNU105C	"RNA, U105C small nucleolar"	Homo sapiens	26766	ENSG00000199212	N.A.	N.A.	E1-6 | E1-5	N.A.
HGNC:10105	HGNC:10105	SNORD12C	"small nucleolar RNA, C/D box 12C"	Homo sapiens	26765	ENSG00000209042	N.A.	N.A.	RNU106 | E2-1 | U106 | SNORD106 | E3 | E2	N.A.
HGNC:10106	HGNC:10106	SNORA63	"small nucleolar RNA, H/ACA box 63"	Homo sapiens	6043	ENSG00000200320	N.A.	N.A.	E3-2 | RNE3 | elF-4AII | RNU107 | SNORA63A | E3	N.A.
HGNC:10107	HGNC:10107	SNORA62	"small nucleolar RNA, H/ACA box 62"	Homo sapiens	6044	ENSG00000202363	N.A.	N.A.	RNE2 | E2-1 | RNU108 | E2	MGI:2148179:Snora62
HGNC:10108	HGNC:10108	RNU11	"RNA, U11 small nuclear"	Homo sapiens	26824	ENSG00000274978	N.A.	N.A.	U11 | RNU11-1	MGI:2148804:Rnu11
HGNC:10109	HGNC:10109	RNU12-2P	"RNA, U12 small nuclear 2, pseudogene"	Homo sapiens	26823	ENSG00000201659	N.A.	N.A.	U12 | RNU12P | RNU12	N.A.
HGNC:10110	HGNC:10110	SNORD13P1	"small nucleolar RNA, C/D box 13 pseudogene 1"	Homo sapiens	6076	ENSG00000238498	N.A.	N.A.	RNU13P1 | U13 | U13.32A	N.A.
HGNC:10111	HGNC:10111	SNORD13P2	"small nucleolar RNA, C/D box 13 pseudogene 2"	Homo sapiens	6077	N.A.	N.A.	N.A.	U13 | RNU13P2 | U13.12A	N.A.
HGNC:10112	HGNC:10112	SNORD13P3	"small nucleolar RNA, C/D box 13 pseudogene 3"	Homo sapiens	6078	ENSG00000239128	N.A.	N.A.	U13 | U13.4B | RNU13P3	N.A.
HGNC:10113	HGNC:10113	SNORD14A	"small nucleolar RNA, C/D box 14A"	Homo sapiens	26822	ENSG00000272034	N.A.	N.A.	U14 | RNU14 | U14-S13-5 | RNU14A	N.A.
HGNC:10114	HGNC:10114	SNORD15A	"small nucleolar RNA, C/D box 15A"	Homo sapiens	6079	ENSG00000206941	N.A.	N.A.	U15A | RNU15A | SNORNA	N.A.
HGNC:10115	HGNC:10115	SNORA73A	"small nucleolar RNA, H/ACA box 73A"	Homo sapiens	6080	ENSG00000274266	N.A.	N.A.	RNE1 | RNU17A | E1b | E1 | U17A | E1-7	N.A.
HGNC:10116	HGNC:10116	SNORA73B	"small nucleolar RNA, H/ACA box 73B"	Homo sapiens	26768	ENSG00000200087	N.A.	N.A.	RNU17B | RNA, U105A small nucleolar | U17B | RNU105A | E1c | 105A	N.A.
HGNC:10118	HGNC:10118	SNHG3	small nucleolar RNA host gene 3	Homo sapiens	8420	ENSG00000242125	N.A.	N.A.	FLJ18619 | small nucleolar RNA host gene (non-protein coding) 3 | U17HG-A | RNU17D | RNA, U17C small nucleolar | RNU17C | U17HG-AB | U17HG | NCRNA00014 | rna, u17d small nucleolar	MGI:2684817:Snhg3
HGNC:10119	HGNC:10119	SNORA74A	"small nucleolar RNA, H/ACA box 74A"	Homo sapiens	26821	ENSG00000200959	N.A.	N.A.	RNU19 | U19	N.A.
HGNC:1012	HGNC:1012	OPN1SW	"opsin 1, short wave sensitive"	Homo sapiens	611	ENSG00000128617	Q0PJU0 | P03999	N.A.	BOP | blue-sensitive opsin | opsin 1 (cone pigments), short-wave-sensitive | opsin 1 (cone pigments), short-wave-sensitive (color blindness, tritan) | CBT | blue cone photoreceptor pigment | BCP | short-wave-sensitive opsin 1	MGI:99438:Opn1sw
HGNC:10120	HGNC:10120	RNU1-1	"RNA, U1 small nuclear 1"	Homo sapiens	26871	ENSG00000206652	N.A.	N.A.	U1 | U1A1 | HSD1 | HU1-1 | RNU1A | RNU1 | RNU1A3 | Rnu1a1 | RNU1G4	N.A.
HGNC:10123	HGNC:10123	RNU1-2	"RNA, U1 small nuclear 2"	Homo sapiens	26870	ENSG00000207005	N.A.	N.A.	U1C21 | U1C1 | RNU1C2 | RNU1C1	N.A.
HGNC:10128	HGNC:10128	RNU1-4	"RNA, U1 small nuclear 4"	Homo sapiens	6060	ENSG00000207389	N.A.	N.A.	HSD5 | RNU1G2 | HU1-1 | RNU1F1 | U1D2 | U1B2 | HSD6 | RNU1G4 | RNU1E2 | U1E2 | RNU1 | U1F | RNU1G1 | HSD2 | U1 | RNU1D2 | HSD7 | RNA, U1G4 small nuclear	N.A.
HGNC:10130	HGNC:10130	RNU1-3	"RNA, U1 small nuclear 3"	Homo sapiens	26869	ENSG00000207513	N.A.	N.A.	RNU1G3 | U1C21 | HSD4	N.A.
HGNC:10133	HGNC:10133	RNVU1-1	"RNA, variant U1 small nuclear 1"	Homo sapiens	101954273	ENSG00000207340	N.A.	N.A.	RNU1-10P | U1.4 | U1P14 | vU1.1 | vU1.10 | RNU1P10 | RNVU1-10 | RNU1-53 | RNA, variant U1 small nuclear 10	N.A.
HGNC:10137	HGNC:10137	RNU1-11P	"RNA, U1 small nuclear 11, pseudogene"	Homo sapiens	26861	ENSG00000206702	N.A.	N.A.	RNU1P1 | U1P1A | RNU1P5	N.A.
HGNC:10139	HGNC:10139	RNU1-14P	"RNA, U1 small nuclear 14, pseudogene"	Homo sapiens	26859	ENSG00000199629	N.A.	N.A.	RNU1P7 | U1P17	N.A.
HGNC:1014	HGNC:1014	BCR	BCR activator of RhoGEF and GTPase	Homo sapiens	613	ENSG00000186716	Q12845 | Q5XJ20 | Q6QJE3 | Q6QJE4 | Q6QJE5 | Q6QJE6 | Q6QJE7 | Q6QJE8 | Q6QJE9 | Q12844 | Q12843 | A0A2X0SFQ7 | A0A024R1B9 | P11274 | H0Y554	PTHR23182	BCR/FGFR1 chimera protein | D22S11 | renal carcinoma antigen NY-REN-26 | BCR1 | breakpoint cluster region | ALL | FLJ16453 | FGFR1/BCR chimera protein | CML | PHL | D22S662	MGI:88141:Bcr
HGNC:10140	HGNC:10140	RNU1-15P	"RNA, U1 small nuclear 15, pseudogene"	Homo sapiens	26858	ENSG00000195024	N.A.	N.A.	U1P11 | RNU1P8	N.A.
HGNC:10142	HGNC:10142	RNU2-1	"RNA, U2 small nuclear 1"	Homo sapiens	6066	ENSG00000274585	N.A.	N.A.	RNU2 | U2	N.A.
HGNC:10143	HGNC:10143	SNORD20	"small nucleolar RNA, C/D box 20"	Homo sapiens	6082	ENSG00000207280	N.A.	N.A.	RNU20 | U20	N.A.
HGNC:10144	HGNC:10144	SNORD21	"small nucleolar RNA, C/D box 21"	Homo sapiens	6083	ENSG00000206680	N.A.	N.A.	U21 | RNU21	N.A.
HGNC:10145	HGNC:10145	SNORD22	"small nucleolar RNA, C/D box 22"	Homo sapiens	9304	ENSG00000277194	N.A.	N.A.	RNU22 | U22	N.A.
HGNC:10146	HGNC:10146	SNORD24	"small nucleolar RNA, C/D box 24"	Homo sapiens	26820	ENSG00000206611	N.A.	N.A.	U24 | RNU24	N.A.
HGNC:10147	HGNC:10147	SNORD25	"small nucleolar RNA, C/D box 25"	Homo sapiens	9303	ENSG00000275043	N.A.	N.A.	RNU25 | U25	N.A.
HGNC:10148	HGNC:10148	SNORD26	"small nucleolar RNA, C/D box 26"	Homo sapiens	9302	ENSG00000276788	N.A.	N.A.	U26 | RNU26	N.A.
HGNC:10149	HGNC:10149	SNORD27	"small nucleolar RNA, C/D box 27"	Homo sapiens	9301	ENSG00000275996	N.A.	N.A.	U27 | RNU27	N.A.
HGNC:1015	HGNC:1015	BCRP2	BCR pseudogene 2	Homo sapiens	400892	ENSG00000169668	N.A.	N.A.	FLJ42953 | breakpoint cluster region-like 2 | FLJ36027 | BCR-2 | BCR2 | BCRL2 | breakpoint cluster region pseudogene 2	N.A.
HGNC:10150	HGNC:10150	SNORD28	"small nucleolar RNA, C/D box 28"	Homo sapiens	9300	ENSG00000274544	N.A.	N.A.	SNORD28A | U28 | RNU28	N.A.
HGNC:10151	HGNC:10151	SNORD29	"small nucleolar RNA, C/D box 29"	Homo sapiens	9297	N.A.	N.A.	N.A.	RNU29 | U29	N.A.
HGNC:10152	HGNC:10152	RNU2-2P	"RNA, U2 small nuclear 2, pseudogene"	Homo sapiens	26855	ENSG00000222328	N.A.	N.A.	RNU2-2 | RNU2B | U2	N.A.
HGNC:10153	HGNC:10153	RNU2-3P	"RNA, U2 small nuclear 3, pseudogene"	Homo sapiens	26854	ENSG00000222076	N.A.	N.A.	RNU2P1 | U2	N.A.
HGNC:10154	HGNC:10154	RNU2-4P	"RNA, U2 small nuclear 4, pseudogene"	Homo sapiens	26853	ENSG00000277084	N.A.	N.A.	RNU2P2 | U2/7 | U2	N.A.
HGNC:10155	HGNC:10155	RNU2-5P	"RNA, U2 small nuclear 5, pseudogene"	Homo sapiens	26852	ENSG00000222465	N.A.	N.A.	RNU2P3	N.A.
HGNC:10157	HGNC:10157	SNORD30	"small nucleolar RNA, C/D box 30"	Homo sapiens	9299	ENSG00000277846	N.A.	N.A.	RNU30 | U30	N.A.
HGNC:10158	HGNC:10158	SNORD31	"small nucleolar RNA, C/D box 31"	Homo sapiens	9298	N.A.	N.A.	N.A.	RNU31 | U31 | SNORD31A	N.A.
HGNC:10159	HGNC:10159	SNORD32A	"small nucleolar RNA, C/D box 32A"	Homo sapiens	26819	ENSG00000201675	N.A.	N.A.	U32A | RNU32 | U32	MGI:1351324:Snord32a
HGNC:1016	HGNC:1016	BCRP3	BCR pseudogene 3	Homo sapiens	644165	ENSG00000215481	N.A.	N.A.	BCRL6 | BCRL3 | breakpoint cluster region pseudogene 3 | breakpoint cluster region-like 6 | BCR3	N.A.
HGNC:10160	HGNC:10160	SNORD33	"small nucleolar RNA, C/D box 33"	Homo sapiens	26818	ENSG00000199631	N.A.	N.A.	RNU33 | U33	MGI:1351323:Snord33
HGNC:10161	HGNC:10161	SNORD34	"small nucleolar RNA, C/D box 34"	Homo sapiens	26817	ENSG00000202503	N.A.	N.A.	U34 | RNU34	MGI:1351325:Snord34
HGNC:10162	HGNC:10162	SNORD35A	"small nucleolar RNA, C/D box 35A"	Homo sapiens	26816	ENSG00000200259	N.A.	N.A.	U35 | RNU35 | RNU35A	N.A.
HGNC:10163	HGNC:10163	SNORD36A	"small nucleolar RNA, C/D box 36A"	Homo sapiens	26815	ENSG00000199744	N.A.	N.A.	RNU36A | U36a	N.A.
HGNC:10164	HGNC:10164	SNORD36B	"small nucleolar RNA, C/D box 36B"	Homo sapiens	26814	ENSG00000200831	N.A.	N.A.	RNU36B | U36b	N.A.
HGNC:10165	HGNC:10165	SNORD36C	"small nucleolar RNA, C/D box 36C"	Homo sapiens	26813	ENSG00000252542	N.A.	N.A.	U36c | RNU36C	N.A.
HGNC:10166	HGNC:10166	SNORD37	"small nucleolar RNA, C/D box 37"	Homo sapiens	26812	ENSG00000206775	N.A.	N.A.	RNU37 | U37	N.A.
HGNC:10168	HGNC:10168	SNORD3B-1	"small nucleolar RNA, C/D box 3B-1"	Homo sapiens	26851	ENSG00000265185	N.A.	N.A.	U3b2 | U3a | RNU3A1 | U3b1	N.A.
